x,y
0.1905390864126133,0.11965628529307087
0.15256423515206574,0.15799773706567521
0.49604983503681616,0.724573673911756
0.7270822801425306,0.6382018595500505
0.041049133451664534,0.1066165872871179
0.842974930057443,0.5201457850650932
0.44390218279324056,0.8368237609090399
0.7950452646695567,0.48227432224513817
0.39151432184626417,0.7969198256912589
0.3343262582091304,0.8557796997771933
0.38167426945154714,0.9393455348241642
0.7890190359792639,0.47015793818143214
0.44676770576885716,0.6729391650184279
0.31633237340665116,0.780497289404221
0.17242700988477122,0.14954561798917676
0.3736158714811782,0.7869956226479595
0.07992632635483309,0.19364885013077895
0.5322868402258778,0.5526342888724158
0.43779064520189104,0.877590890636318
0.4771227515410926,0.9629798071696053
0.5230366308631277,0.7525398264061983
0.41704259361122553,0.8381329910508176
0.8556339522926548,0.521353919838056
0.22339892890508442,0.17147779991930884
0.3927796627772798,0.7773464650556695
0.2842011378822243,0.30847685412478903
0.17942172887072566,0.2519333996841583
0.66236037058056,0.7313934959368019
0.749222554123936,0.45099225349323313
0.3585616511168261,0.7528803191471813
0.35044901354017777,0.7703180514345894
0.3439959520056347,0.8436136536950377
0.312657874221845,0.11914213192130882
0.44718771673889895,0.7228338232272301
0.0905646521225831,0.3023217741269613
0.44826109848998547,0.901247549418764
0.3057127754019861,0.11369678176132253
0.7769431942148348,0.48759989990923425
0.2239005564898604,0.10437883548894547
0.7873744735962375,0.711114357304868
0.8870811730851257,0.4687735963521562
0.45067753468716654,0.8046921944202698
0.18786459344838471,0.15404214874217265
0.7381981282510706,0.6512424985061346
0.4272072070610189,0.7282193821666846
0.45901690099396975,0.9173840699951477
0.24081150902756357,0.1503258096253548
0.6982333649996345,0.5428256179435321
0.26600196296244427,0.15574635486382088
0.9214721312239648,0.41905071182894815
0.7587121055591959,0.47163494669619055
0.2332801326121747,0.3116391331260152
0.26874749648856994,0.11223704716346607
0.5486781288604432,0.7736745594218145
0.3457003241732732,0.19525024241644853
0.806050631934026,0.8964978004853958
0.2713849258990917,0.15499586330542708
0.5073593894500558,0.8387431111524524
0.7627765237607124,0.5972484125756992
0.39300282613935933,0.8837743163448173
0.2563449145478528,0.25320850961152463
0.9804257178032774,0.3520584551658163
0.8474949546391537,0.5639684720069944
0.5255680765369607,0.28194342885493956
0.2104611315555953,0.26974737684350086
0.6537176281481535,0.5812841190060593
0.6731135739314584,0.515127162169638
0.3014164273677672,0.09701197696637033
0.07274518916831077,0.18510915206319065
0.3446856806450102,0.8429930564906781
0.8912377232439544,0.5371165366781709
0.33425513161059933,0.04476009951939581
0.16777944513388213,0.20731918438199304
0.4679984565466431,0.804805202229784
0.39850622777876854,0.7076140578915507
0.2596440587881037,0.18554668109181097
0.03827311220743096,0.1823426719570366
0.6687284608105551,0.5492521387253714
0.3817600297376963,0.7895093529625417
0.8776541625685697,0.4911421506863272
0.3486586136231197,0.8318568747586927
0.42421193549681185,0.8800291085757409
0.2814658868780255,0.10913245557295316
0.4565971146032401,0.878073121818708
0.8529724028842439,0.48103824205496176
0.3131650510704809,0.09659462252142956
0.34460998039561125,0.21065166086017495
0.5798271548340246,0.8430098636812224
0.9408106312287036,0.5731301745442117
0.31936000996634256,0.744353050333659
0.07596241793610134,0.23446128945444658
0.42711772483740845,0.9192435648022279
0.2793886822090039,0.2171814222901687
0.5035068011889268,0.8328705030357862
0.3874519786687215,0.8457658310739493
0.18161110692875004,0.09097708687180651
0.1329442150514809,0.17795390448477078
0.45086484006677313,0.864534417035256
0.16176357175120765,0.04095778422049452
0.27318236533954493,0.3443411205402554
0.6993561690681097,0.47387021683673075
0.45872713821407485,0.8490866673743513
0.7281124766637475,0.48890755550129306
0.4935191632134445,0.7463404733533499
0.36260078115722755,0.7882850253498589
0.44942571931993563,0.6761812234933703
0.4575892805698506,0.6866810817155574
0.4501107737194184,0.834107303680057
0.9825972438423366,0.4631763326677932
0.10160749564800985,0.2360771443513774
0.8245027080641122,0.38388846076031247
0.36709502985615466,0.7873870349890182
0.36506808816349834,0.7748286188599273
0.4354176633581407,0.7103233580909124
0.42891085668878187,0.7359745619842756
0.7719956749499326,0.4788516735479517
0.13582029405841295,0.17400189663905655
0.5659128680837461,0.6621275034238716
0.056893522094624505,0.16072052018118577
0.6421209669678333,0.4212666992221895
0.8065139292893251,0.6789035607714057
0.7746935320948034,0.5363276198969298
0.5426471895336815,0.7119235737906389
0.2886280650635193,0.21533459794805263
0.2655011913230592,0.1280085307188328
0.22192278655150205,0.11094655362918623
0.2921892554065488,0.2521078055011624
0.37563404242352727,0.8526433498360505
0.33227761628204183,0.1476593170433977
0.1838260187157947,0.12435094230520888
0.5169699874437976,0.8835422786884988
0.2759064283681267,0.8080420302063746
0.4373636778529831,0.6709893968272836
0.2914739667684506,0.7705983130840535
0.31126096599000197,0.7595871189291841
0.8049663921883281,0.6163465437365353
0.7233224109261627,0.4181158336508816
0.20848113121438946,0.10903287327174724
0.43040540113717723,0.7935003741257519
0.18537802122682367,0.10240352351378647
0.39229327558398835,0.8478130094160503
0.41028868820984843,0.7572185052379148
0.42916312177507093,0.3343327996293665
0.4369851400432631,0.7889982259356861
0.5867954460809967,0.4897298075398599
0.6734520361640375,0.5988866655656754
0.8381469709931069,0.5942000357742064
0.45221461926990114,0.8677045265070763
0.8882401360479053,0.47966254185706303
0.37538487611102106,0.8261265696768665
0.3570752203972983,0.7111930682160992
0.42007091675457786,0.19259232167041326
0.7808257465995122,0.4767430057944943
0.08877286103921488,0.2949715878100752
0.4537749177613897,0.828139430929099
0.6211829438395334,0.5037733881730841
0.7485472097006522,0.5080730075423812
0.1838029594221016,0.1422370115705267
0.294502081368428,0.0527713253653733
0.3590159401320546,0.8206384268115408
0.21961420496432005,0.8673354700820827
0.15112451488257286,0.07573887060002175
0.38091050638716334,0.19921848045091178
0.3477755760182531,0.15605961963751114
0.4346692551650137,0.7300160239569213
0.3165200918739961,0.16282098274860077
0.6997772385694618,0.5569107442916861
0.4348315925254584,0.9820440892028387
0.4719096623329072,0.8306504359400639
0.49532485937525855,0.7238733576536499
